label,seed,veh_share,veh_iw_mean,veh_stop_rate,veh_reaction_prob,veh_reaction_delay_s,lm_share,lm_iw_mean,lm_stop_rate,lm_relief_effect,lm_stop_after_rate,tac_share,tac_iw_mean,tac_stop_rate,tac_risk_mean,noref_share,noref_iw_mean,noref_stop_rate,noref_ep_len,noref_retrieval_per100,cross_share,cross_iw_mean,cross_stop_rate,cross_wait_s
memth|0.06,20260705,0.03369209171736079,5.155964583333333,9.722222222222223,0.16,0.5449000000000481,0.02339728591483388,2.327599,7.000000000000001,0.156595,0.28,0.5325222274216191,1.955779569420035,1.3620386643233744,0.03357047451669596,0.21876462330369678,2.4057508021390372,7.4866310160427805,11.497005988023952,2.13903743315508,0.24379971923256902,6.310271113243762,23.128598848368522,235.3640999999994
memth|0.06,20260706,0.014352941176470587,3.3768426229508197,31.147540983606557,0.36363636363636365,0.0,0.016,2.1625941176470587,1.4705882352941175,0.07146176470588235,0.058823529411764705,0.5369411764705883,1.9659265556529362,1.0955302366345312,0.03284421560035057,0.23694117647058824,2.4422618669314797,8.440913604766633,11.311764705882354,1.787487586891758,0.2195294117647059,6.033767845659164,25.937834941050376,219.07789999999954
memth|0.06,20260707,0.009724473257698542,5.760771428571429,23.809523809523807,0.42857142857142855,0.7265333333332743,0.017596665894883075,2.226357894736842,2.631578947368421,0.10698157894736841,0.10526315789473684,0.5404028710349618,1.9537873607540701,1.113967437874893,0.033658183376178236,0.21694836767770317,2.642164461045891,8.32443970117396,11.1,1.92102454642476,0.23037740217642974,6.065279698492462,27.236180904522612,240.36999999999998
memth|0.06,20260708,0.019516728624535316,5.0475916666666665,28.57142857142857,0.42857142857142855,0.3632666666666182,0.019516728624535316,2.1540345238095235,2.380952380952381,0.08152976190476191,0.09523809523809523,0.537639405204461,1.9617981417458947,1.382886776145203,0.03415263612791703,0.23094795539033458,2.702298591549296,8.953722334004025,11.051136363636363,2.414486921529175,0.22444237918215612,6.204836231884058,30.434782608695656,213.8726
memth|0.06,20260709,0.019746121297602257,5.455186904761905,21.428571428571427,0.35714285714285715,1.081979999999953,0.018805829807240243,2.2879562499999997,2.5,0.12224875000000002,0.1,0.5371415138692995,1.9587409190371992,1.312910284463895,0.035273566739606126,0.229901269393512,2.8384737218813907,9.611451942740286,10.395604395604396,2.3517382413087935,0.22496473906911144,5.6605003134796235,25.287356321839084,215.20939999999985
memth|0.05,20260706,0.012545143508838624,6.74780909090909,28.78787878787879,0.6363636363636364,0.04140000000000198,0.018247481467401634,7.682315625,33.33333333333333,0.09054895833333332,0.9166666666666666,0.5668123930811633,7.544899228705567,32.05902079141516,0.22308477531857812,0.23018437559399355,2.377337737407102,13.37737407101569,9.465437788018432,1.7341040462427744,0.1638471773427105,6.168903944315545,31.670533642691417,199.07389999999737
memth|0.05,20260709,0.012516593969277451,5.805495454545454,19.696969696969695,0.5454545454545454,0.8598666666666664,0.025033187938554902,7.827894696969696,29.545454545454547,0.09404924242424241,0.8787878787878788,0.5547126872747962,7.550023487179487,32.17094017094017,0.22420697435897435,0.22529869144699413,2.28084031986532,12.373737373737374,9.096491228070175,1.0942760942760943,0.17693912383842214,6.317604930332262,31.832797427652732,206.2798999999998
memth|0.05,20260708,0.019076117449036843,4.660401960784314,28.431372549019606,0.7777777777777778,0.3298857142857311,0.017953992893211146,7.948719791666666,27.083333333333332,0.04400416666666667,0.75,0.5814475406770151,7.523854165326472,31.90736571244773,0.22381730459954968,0.21619599775575088,2.297007698961938,13.667820069204154,8.941704035874439,1.4705882352941175,0.16887974565176733,5.658799778516058,35.548172757475086,204.91360000000063
memth|0.05,20260705,0.02788622420524261,5.880010666666667,28.000000000000004,0.7037037037037037,0.2625157894736838,0.020821714073247816,7.931027678571428,28.57142857142857,0.060274107142857136,0.8214285714285714,0.5631158207845325,7.523077583360846,31.825685044569163,0.22224516342027073,0.2158393753485778,2.284705340223945,14.21188630490956,9.20796460176991,1.636520241171404,0.18051682468860383,6.2206505664263645,35.633367662203916,212.6671999999993
memth|0.05,20260707,0.015295653795933594,5.824978048780488,40.243902439024396,0.5714285714285714,0.2849499999999239,0.019399365789964557,7.8083875,31.73076923076923,0.08920769230769231,0.8846153846153846,0.5513896661070696,7.535988734776726,32.070365358592696,0.22147276725304466,0.2307405334825592,2.3505008084074372,12.934518997574779,9.288793103448276,1.131770412287793,0.17925760119380713,5.994398126951093,37.66909469302809,210.7612999999994
